Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,facs_sort,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sequencing_method,source_name,SRA Study,strain,treatment
SRR3111160,RNA-Seq,51,210420798,PRJNA309383,SAMN04432403,86634621,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539472,Prox1+/Fos-,GSM2043403,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043403,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111161,RNA-Seq,51,305717460,PRJNA309383,SAMN04432405,114760300,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539473,Prox1+/Fos-,GSM2043404,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043404,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111162,RNA-Seq,51,254694918,PRJNA309383,SAMN04432406,95967545,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539474,Prox1+/Fos-,GSM2043405,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043405,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111163,RNA-Seq,51,210254538,PRJNA309383,SAMN04432407,79251924,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539475,Prox1+/Fos-,GSM2043406,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043406,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111164,RNA-Seq,51,186737877,PRJNA309383,SAMN04432408,84042298,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539476,Prox1+/Fos-,GSM2043407,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043407,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111165,RNA-Seq,51,224509956,PRJNA309383,SAMN04432409,84688540,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539477,Prox1+/Fos+,GSM2043408,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043408,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111166,RNA-Seq,51,261388974,PRJNA309383,SAMN04432412,97501256,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539478,Prox1+/Fos+,GSM2043409,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043409,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111167,RNA-Seq,51,291431544,PRJNA309383,SAMN04432413,109211539,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539479,Prox1+/Fos+,GSM2043410,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043410,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111168,RNA-Seq,51,233516403,PRJNA309383,SAMN04432414,87040221,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539480,Prox1+/Fos+,GSM2043411,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043411,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111169,RNA-Seq,51,258504159,PRJNA309383,SAMN04432415,96461810,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539481,Prox1+/Fos+,GSM2043412,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043412,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111170,RNA-Seq,51,297960360,PRJNA309383,SAMN04432416,110841214,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539482,Prox1+/Fos+,GSM2043413,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043413,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111171,RNA-Seq,51,236758524,PRJNA309383,SAMN04432417,88494927,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539483,Prox1+/Fos+,GSM2043414,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043414,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111172,RNA-Seq,51,279863010,PRJNA309383,SAMN04432418,103812559,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539484,Prox1+/Fos+,GSM2043415,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043415,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111173,RNA-Seq,51,241124685,PRJNA309383,SAMN04432419,89824512,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539485,Prox1+/Fos+,GSM2043416,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043416,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111174,RNA-Seq,51,164393808,PRJNA309383,SAMN04432420,61715725,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539486,Prox1+/Fos+,GSM2043417,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043417,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111175,RNA-Seq,51,269455593,PRJNA309383,SAMN04432421,100306021,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539487,Prox1+/Fos+,GSM2043418,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043418,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111176,RNA-Seq,51,260382540,PRJNA309383,SAMN04432422,96725233,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539488,Prox1+/Fos+,GSM2043419,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043419,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111177,RNA-Seq,51,123681222,PRJNA309383,SAMN04432423,46774229,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539489,Prox1+/Fos-,GSM2043420,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043420,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111178,RNA-Seq,51,305358216,PRJNA309383,SAMN04432424,115726030,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539490,Prox1+/Fos-,GSM2043421,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043421,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111179,RNA-Seq,51,302294340,PRJNA309383,SAMN04432425,112764678,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539491,Prox1+/Fos-,GSM2043422,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043422,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111180,RNA-Seq,51,134053296,PRJNA309383,SAMN04432426,51729825,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539492,Prox1+/Fos-,GSM2043423,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043423,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111181,RNA-Seq,51,288597678,PRJNA309383,SAMN04432427,106908411,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539493,Prox1+/Fos-,GSM2043424,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043424,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111182,RNA-Seq,51,244347477,PRJNA309383,SAMN04432428,90978299,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539494,Prox1+/Fos-,GSM2043425,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043425,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111183,RNA-Seq,51,309787311,PRJNA309383,SAMN04432429,114771933,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539495,Prox1+/Fos-,GSM2043426,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043426,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111184,RNA-Seq,51,333295353,PRJNA309383,SAMN04432430,125744413,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539496,Prox1+/Fos-,GSM2043427,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043427,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111185,RNA-Seq,51,217580484,PRJNA309383,SAMN04432431,81088053,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539497,Prox1+/Fos-,GSM2043428,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043428,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111186,RNA-Seq,51,271285218,PRJNA309383,SAMN04432432,101251205,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539498,Prox1+/Fos-,GSM2043429,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043429,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111187,RNA-Seq,51,108663252,PRJNA309383,SAMN04432433,40867370,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539499,Prox1+/Fos-,GSM2043430,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043430,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111188,RNA-Seq,51,268732056,PRJNA309383,SAMN04432434,99989953,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539500,Prox1+/Fos-,GSM2043431,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043431,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
