Symbol_hg	Symbol_mm	ID
11951	SLC8B1	Slc8b1	SLC8B1_Slc8b1
11952	ADGRL4	Adgrl4	ADGRL4_Adgrl4
11953	RAC3	Rac3	RAC3_Rac3
11954	ATP13A1	Atp13a1	ATP13A1_Atp13a1
11955	ACBD3	Acbd3	ACBD3_Acbd3
11956	PDZD3	Pdzd3	PDZD3_Pdzd3
11957	NUP155	Nup155	NUP155_Nup155
11958	RIPPLY3	Ripply3	RIPPLY3_Ripply3
11959	RFXAP	Rfxap	RFXAP_Rfxap
11960	PFKFB3	Pfkfb3	PFKFB3_Pfkfb3
11961	KHDRBS2	Khdrbs2	KHDRBS2_Khdrbs2
11962	GLCCI1	Glcci1	GLCCI1_Glcci1
11963	HDAC10	Hdac10	HDAC10_Hdac10
11964	CRB1	Crb1	CRB1_Crb1
11965	ACOT8	Acot8	ACOT8_Acot8
11966	MLC1	Mlc1	MLC1_Mlc1
11967	RBM39	Rbm39	RBM39_Rbm39
11968	RTKN2	Rtkn2	RTKN2_Rtkn2
11969	MS4A3	Ms4a3	MS4A3_Ms4a3
11970	USP33	Usp33	USP33_Usp33
11971	GLMN	Glmn	GLMN_Glmn
11972	PPARGC1B	Ppargc1b	PPARGC1B_Ppargc1b
11973	VGLL1	Vgll1	VGLL1_Vgll1
11974	TRAM2	Tram2	TRAM2_Tram2
11975	HOOK2	Hook2	HOOK2_Hook2
11976	OOSP1	Oosp1	OOSP1_Oosp1
11977	INPP5J	Inpp5j	INPP5J_Inpp5j
11978	SUMO2	Sumo2	SUMO2_Sumo2
11979	GRID2IP	Grid2ip	GRID2IP_Grid2ip
11980	MYOZ3	Myoz3	MYOZ3_Myoz3
11981	PRIMA1	Prima1	PRIMA1_Prima1
11982	IL17RC	Il17rc	IL17RC_Il17rc
11983	MCOLN3	Mcoln3	MCOLN3_Mcoln3
11984	FUT10	Fut10	FUT10_Fut10
11985	ACER1	Acer1	ACER1_Acer1
11986	MBNL3	Mbnl3	MBNL3_Mbnl3
11987	NTNG2	Ntng2	NTNG2_Ntng2
11988	SYT12	Syt12	SYT12_Syt12
11989	ARHGAP4	Arhgap4	ARHGAP4_Arhgap4
11990	ASIC3	Asic3	ASIC3_Asic3
11991	ACOT2	Acot2	ACOT2_Acot2
11992	EDARADD	Edaradd	EDARADD_Edaradd
11993	GALNT10	Galnt10	GALNT10_Galnt10
11994	VN1R4	Vmn1r237	VN1R4_Vmn1r237
11995	ACOT1	Acot3	ACOT1_Acot3
11996	ACOT4	Acot4	ACOT4_Acot4
11997	HAVCR1	Havcr1	HAVCR1_Havcr1
11998	HAVCR2	Havcr2	HAVCR2_Havcr2
11999	SLC12A8	Slc12a8	SLC12A8_Slc12a8
12000	TRPM8	Trpm8	TRPM8_Trpm8
12001	BNIPL	Bnipl	BNIPL_Bnipl
12002	SLC26A6	Slc26a6	SLC26A6_Slc26a6
12003	IL17RD	Il17rd	IL17RD_Il17rd
12004	GPR37L1	Gpr37l1	GPR37L1_Gpr37l1
12005	CD99L2	Cd99l2	CD99L2_Cd99l2
12006	APOBR	Apobr	APOBR_Apobr
12007	CRELD1	Creld1	CRELD1_Creld1
12008	UCN2	Ucn2	UCN2_Ucn2
12009	MLPH	Mlph	MLPH_Mlph
12010	BMF	Bmf	BMF_Bmf
12011	NME7	Nme7	NME7_Nme7
12012	MICAL1	Mical1	MICAL1_Mical1
12013	HELQ	Helq	HELQ_Helq
12014	ATP12A	Atp12a	ATP12A_Atp12a
12015	DICER1	Dicer1	DICER1_Dicer1
12016	BSPRY	Bspry	BSPRY_Bspry
12017	SUGCT	Sugct	SUGCT_Sugct
12018	TMC2	Tmc2	TMC2_Tmc2
12019	MVD	Mvd	MVD_Mvd
12020	SOCS7	Socs7	SOCS7_Socs7
12021	PRPF8	Prpf8	PRPF8_Prpf8
12022	CASC3	Casc3	CASC3_Casc3
12023	PCDHA10	Pcdha9	PCDHA10_Pcdha9
12024	PCDHA3	Pcdha3	PCDHA3_Pcdha3
12025	PCDHA13	Pcdha12	PCDHA13_Pcdha12
12026	SARDH	Sardh	SARDH_Sardh
12027	NLGN1	Nlgn1	NLGN1_Nlgn1
12028	UFSP2	Ufsp2	UFSP2_Ufsp2
12029	EIF4A3	Eif4a3	EIF4A3_Eif4a3
12030	MCRIP1	Mcrip1	MCRIP1_Mcrip1
12031	RWDD4	Rwdd4a	RWDD4_Rwdd4a
12032	FLNA	Flna	FLNA_Flna
12033	NADK	Nadk	NADK_Nadk
12034	STAB1	Stab1	STAB1_Stab1
12035	STAB2	Stab2	STAB2_Stab2
12036	PKHD1L1	Pkhd1l1	PKHD1L1_Pkhd1l1
12037	MED9	Med9	MED9_Med9
12038	SHKBP1	Shkbp1	SHKBP1_Shkbp1
12039	EDEM1	Edem1	EDEM1_Edem1
12040	ASH1L	Ash1l	ASH1L_Ash1l
12041	LUC7L2	Luc7l2	LUC7L2_Luc7l2
12042	BCAS3	Bcas3	BCAS3_Bcas3
12043	LRRC4	Lrrc4	LRRC4_Lrrc4
12044	RSPO1	Rspo1	RSPO1_Rspo1
12045	WFDC12	Wfdc12	WFDC12_Wfdc12
12046	PROM2	Prom2	PROM2_Prom2
12047	TMEM47	Tmem47	TMEM47_Tmem47
12048	HEXIM1	Hexim1	HEXIM1_Hexim1
12049	HPS4	Hps4	HPS4_Hps4
12050	HPS1	Hps1	HPS1_Hps1
12051	PHF21A	Phf21a	PHF21A_Phf21a
12052	SLC25A36	Slc25a36	SLC25A36_Slc25a36
12053	NRBP1	Nrbp1	NRBP1_Nrbp1
12054	CABP7	Cabp7	CABP7_Cabp7
12055	ZNF286A	Zfp286	ZNF286A_Zfp286
12056	WDR81	Wdr81	WDR81_Wdr81
12057	TTC36	Ttc36	TTC36_Ttc36
12058	PLA2G15	Pla2g15	PLA2G15_Pla2g15
12059	RIPK2	Ripk2	RIPK2_Ripk2
12060	ELL2	Ell2	ELL2_Ell2
12061	ARHGDIA	Arhgdia	ARHGDIA_Arhgdia
12062	ABCG4	Abcg4	ABCG4_Abcg4
12063	RASSF3	Rassf3	RASSF3_Rassf3
12064	LRRC75B	Lrrc75b	LRRC75B_Lrrc75b
12065	KCNH6	Kcnh6	KCNH6_Kcnh6
12066	RAPGEF6	Rapgef6	RAPGEF6_Rapgef6
12067	LRRC3C	Lrrc3c	LRRC3C_Lrrc3c
12068	ITGB4	Itgb4	ITGB4_Itgb4
12069	NACAD	Nacad	NACAD_Nacad
12070	DHRS11	Dhrs11	DHRS11_Dhrs11
12071	LRRC75A	Lrrc75a	LRRC75A_Lrrc75a
12072	CYB5D2	Cyb5d2	CYB5D2_Cyb5d2
12073	PIRT	Pirt	PIRT_Pirt
12074	TRPV1	Trpv1	TRPV1_Trpv1
12075	ZFP3	Zfp3	ZFP3_Zfp3
12076	SLU7	Slu7	SLU7_Slu7
12077	RIPOR2	Ripor2	RIPOR2_Ripor2
12078	ZNF184	Zfp184	ZNF184_Zfp184
12079	RNF185	Rnf185	RNF185_Rnf185
12080	ZBTB12	Zbtb12	ZBTB12_Zbtb12
12081	ABHD16A	Abhd16a	ABHD16A_Abhd16a
12082	KDM4B	Kdm4b	KDM4B_Kdm4b
12083	MCFD2	Mcfd2	MCFD2_Mcfd2
12084	EME2	Eme2	EME2_Eme2
12085	MTMR11	Mtmr11	MTMR11_Mtmr11
12086	SLFNL1	Slfnl1	SLFNL1_Slfnl1
12087	CNKSR1	Cnksr1	CNKSR1_Cnksr1
12088	RIMKLA	Rimkla	RIMKLA_Rimkla
12089	C1orf109	9930104L06Rik	C1orf109_9930104L06Rik
12090	VPS37D	Vps37d	VPS37D_Vps37d
12091	TRPV5	Trpv5	TRPV5_Trpv5
12092	TET3	Tet3	TET3_Tet3
12093	MICAL3	Mical3	MICAL3_Mical3
12094	REPS2	Reps2	REPS2_Reps2
12095	TMPRSS11A	Tmprss11a	TMPRSS11A_Tmprss11a
12096	KLF11	Klf11	KLF11_Klf11
12097	SLC25A43	Slc25a43	SLC25A43_Slc25a43
12098	PLD6	Pld6	PLD6_Pld6
12099	JMJD4	Jmjd4	JMJD4_Jmjd4
12100	SUN3	Sun3	SUN3_Sun3
12101	ZZEF1	Zzef1	ZZEF1_Zzef1
12102	TMEM199	Tmem199	TMEM199_Tmem199
12103	NLRP1	Nlrp1a	NLRP1_Nlrp1a
12104	DCDC2	Dcdc2a	DCDC2_Dcdc2a
12105	POM121L2	Pom121l2	POM121L2_Pom121l2
12106	GSC2	Gsc2	GSC2_Gsc2
12107	TRIM40	Trim40	TRIM40_Trim40
12108	ZNF691	Zfp691	ZNF691_Zfp691
12109	HS3ST2	Hs3st2	HS3ST2_Hs3st2
12110	NHS	Nhs	NHS_Nhs
12111	GRHL1	Grhl1	GRHL1_Grhl1
12112	BPTF	Bptf	BPTF_Bptf
12113	RBMS3	Rbms3	RBMS3_Rbms3
12114	GGT7	Ggt7	GGT7_Ggt7
12115	CCDC154	Ccdc154	CCDC154_Ccdc154
12116	ARHGEF17	Arhgef17	ARHGEF17_Arhgef17
12117	LARP4	Larp4	LARP4_Larp4
12118	FBXO40	Fbxo40	FBXO40_Fbxo40
12119	STXBP5L	Stxbp5l	STXBP5L_Stxbp5l
12120	ZBTB7C	Zbtb7c	ZBTB7C_Zbtb7c
12121	FCHSD2	Fchsd2	FCHSD2_Fchsd2
12122	HECTD1	Hectd1	HECTD1_Hectd1
12123	SEC23IP	Sec23ip	SEC23IP_Sec23ip
12124	FAM120C	Fam120c	FAM120C_Fam120c
12125	ELFN2	Elfn2	ELFN2_Elfn2
12126	WDR11	Wdr11	WDR11_Wdr11
12127	BAIAP2L2	Baiap2l2	BAIAP2L2_Baiap2l2
12128	DTX4	Dtx4	DTX4_Dtx4
12129	CAMKK2	Camkk2	CAMKK2_Camkk2
12130	TBC1D16	Tbc1d16	TBC1D16_Tbc1d16
12131	THSD4	Thsd4	THSD4_Thsd4
12132	CCDC40	Ccdc40	CCDC40_Ccdc40
12133	WDR37	Wdr37	WDR37_Wdr37
12134	ZNF804B	Zfp804b	ZNF804B_Zfp804b
12135	SKOR1	Skor1	SKOR1_Skor1
12136	IGSF11	Igsf11	IGSF11_Igsf11
12137	CFAP69	Cfap69	CFAP69_Cfap69
12138	GTPBP10	Gtpbp10	GTPBP10_Gtpbp10
12139	PDE2A	Pde2a	PDE2A_Pde2a
12140	UBALD1	Ubald1	UBALD1_Ubald1
12141	RNF43	Rnf43	RNF43_Rnf43
12142	TSPOAP1	Tspoap1	TSPOAP1_Tspoap1
12143	C2CD2	C2cd2	C2CD2_C2cd2
12144	CSRNP2	Csrnp2	CSRNP2_Csrnp2
12145	KIAA1614	BC034090	KIAA1614_BC034090
12146	GRAMD1C	Gramd1c	GRAMD1C_Gramd1c
12147	USF3	Usf3	USF3_Usf3
12148	SMAGP	Smagp	SMAGP_Smagp
12149	GALNT6	Galnt6	GALNT6_Galnt6
12150	FMR1NB	Fmr1nb	FMR1NB_Fmr1nb
12151	MCHR1	Mchr1	MCHR1_Mchr1
12152	ESRP1	Esrp1	ESRP1_Esrp1
12153	FAM228B	Fam228b	FAM228B_Fam228b
12154	URB1	Urb1	URB1_Urb1
12155	KLHL25	Klhl25	KLHL25_Klhl25
12156	ALG11	Alg11	ALG11_Alg11
12157	VCPKMT	Vcpkmt	VCPKMT_Vcpkmt
12158	SETD1B	Setd1b	SETD1B_Setd1b
12159	PKNOX2	Pknox2	PKNOX2_Pknox2
12160	UBAP1L	Ubap1l	UBAP1L_Ubap1l
12161	PIF1	Pif1	PIF1_Pif1
12162	CHMP6	Chmp6	CHMP6_Chmp6
12163	PANX3	Panx3	PANX3_Panx3
12164	MLXIP	Mlxip	MLXIP_Mlxip
12165	APH1B	Aph1b	APH1B_Aph1b
12166	DHX37	Dhx37	DHX37_Dhx37
12167	YEATS2	Yeats2	YEATS2_Yeats2
12168	TMEM132B	Tmem132b	TMEM132B_Tmem132b
12169	BTLA	Btla	BTLA_Btla
12170	MAP6D1	Map6d1	MAP6D1_Map6d1
12171	FAM180A	Fam180a	FAM180A_Fam180a
12172	SLC9C1	Slc9c1	SLC9C1_Slc9c1
12173	TMPRSS7	Tmprss7	TMPRSS7_Tmprss7
12174	PHLDB2	Phldb2	PHLDB2_Phldb2
12175	GHSR	Ghsr	GHSR_Ghsr
12176	EXOG	Exog	EXOG_Exog
12177	BTBD2	Btbd2	BTBD2_Btbd2
12178	ALG1	Alg1	ALG1_Alg1
12179	TMEM132C	Tmem132c	TMEM132C_Tmem132c
12180	MOB3A	Mob3a	MOB3A_Mob3a
12181	ANKRD33	Ankrd33	ANKRD33_Ankrd33
12182	TOR1AIP1	Tor1aip1	TOR1AIP1_Tor1aip1
12183	DOT1L	Dot1l	DOT1L_Dot1l
12184	RPP40	Rpp40	RPP40_Rpp40
12185	ASB18	Asb18	ASB18_Asb18
12186	IQCJ	Iqcj	IQCJ_Iqcj
12187	SHROOM4	Shroom4	SHROOM4_Shroom4
12188	KLHL29	Klhl29	KLHL29_Klhl29
12189	DIP2C	Dip2c	DIP2C_Dip2c
12190	SGMS1	Sgms1	SGMS1_Sgms1
12191	NDUFAF8	Ndufaf8	NDUFAF8_Ndufaf8
12192	CEP78	Cep78	CEP78_Cep78
12193	NEK11	Nek11	NEK11_Nek11
12194	RSRC2	Rsrc2	RSRC2_Rsrc2
12195	TMEM212	Tmem212	TMEM212_Tmem212
12196	KIAA1217	Etl4	KIAA1217_Etl4
12197	ALG3	Alg3	ALG3_Alg3
12198	KNTC1	Kntc1	KNTC1_Kntc1
12199	TSPAN10	Tspan10	TSPAN10_Tspan10
12200	SLC25A38	Slc25a38	SLC25A38_Slc25a38
12201	EIF4G1	Eif4g1	EIF4G1_Eif4g1
12202	CREB3L2	Creb3l2	CREB3L2_Creb3l2
12203	CBLB	Cblb	CBLB_Cblb
12204	FAM20A	Fam20a	FAM20A_Fam20a
12205	AKR1D1	Akr1d1	AKR1D1_Akr1d1
12206	DIRAS1	Diras1	DIRAS1_Diras1
12207	CREB3L3	Creb3l3	CREB3L3_Creb3l3
12208	EIF5A2	Eif5a2	EIF5A2_Eif5a2
12209	HMGCS1	Hmgcs1	HMGCS1_Hmgcs1
12210	DIS3L2	Dis3l2	DIS3L2_Dis3l2
12211	HDAC4	Hdac4	HDAC4_Hdac4
12212	PRRG3	Prrg3	PRRG3_Prrg3
12213	SDE2	Sde2	SDE2_Sde2
12214	SNED1	Sned1	SNED1_Sned1
12215	TMEM63A	Tmem63a	TMEM63A_Tmem63a
12216	TRIQK	Triqk	TRIQK_Triqk
12217	FANCI	Fanci	FANCI_Fanci
12218	DAAM1	Daam1	DAAM1_Daam1
12219	DOCK3	Dock3	DOCK3_Dock3
12220	ZDHHC9	Zdhhc9	ZDHHC9_Zdhhc9
12221	SLC26A7	Slc26a7	SLC26A7_Slc26a7
12222	UNC13C	Unc13c	UNC13C_Unc13c
12223	CCDC62	Ccdc62	CCDC62_Ccdc62
12224	CPEB3	Cpeb3	CPEB3_Cpeb3
12225	ADAMTS18	Adamts18	ADAMTS18_Adamts18
12226	MYO5C	Myo5c	MYO5C_Myo5c
12227	THNSL1	Thnsl1	THNSL1_Thnsl1
12228	ZNF280C	Zfp280c	ZNF280C_Zfp280c
12229	HMGCLL1	Hmgcll1	HMGCLL1_Hmgcll1
12230	NPB	Npb	NPB_Npb
12231	FAM83B	Fam83b	FAM83B_Fam83b
12232	RBMX2	Rbmx2	RBMX2_Rbmx2
12233	SIRT7	Sirt7	SIRT7_Sirt7
12234	ULK4	Ulk4	ULK4_Ulk4
12235	VPS8	Vps8	VPS8_Vps8
12236	PYCR1	Pycr1	PYCR1_Pycr1
12237	ZC3HAV1L	Zc3hav1l	ZC3HAV1L_Zc3hav1l
12238	TNS2	Tns2	TNS2_Tns2
12239	GIPC3	Gipc3	GIPC3_Gipc3
12240	SAMD9L	Samd9l	SAMD9L_Samd9l
12241	CCNB3	Ccnb3	CCNB3_Ccnb3
12242	SNX30	Snx30	SNX30_Snx30
12243	IDO2	Ido2	IDO2_Ido2
12244	CLIC6	Clic6	CLIC6_Clic6
12245	DTX3L	Dtx3l	DTX3L_Dtx3l
12246	OSGIN2	Osgin2	OSGIN2_Osgin2
12247	ENOX2	Enox2	ENOX2_Enox2
12248	ZNF710	Zfp710	ZNF710_Zfp710
12249	WFDC5	Wfdc5	WFDC5_Wfdc5
12250	GAN	Gan	GAN_Gan
12251	IGSF1	Igsf1	IGSF1_Igsf1
12252	CSTA	Csta1	CSTA_Csta1
12253	GPS1	Gps1	GPS1_Gps1
12254	GEN1	Gen1	GEN1_Gen1
12255	WFDC6	Wfdc6a	WFDC6_Wfdc6a
12256	EIF2B1	Eif2b1	EIF2B1_Eif2b1
12257	GTF2H3	Gtf2h3	GTF2H3_Gtf2h3
12258	TAF3	Taf3	TAF3_Taf3
12259	ITIH5	Itih5	ITIH5_Itih5
12260	GPKOW	Gpkow	GPKOW_Gpkow
12261	TFE3	Tfe3	TFE3_Tfe3
12262	HOXC10	Hoxc10	HOXC10_Hoxc10
12263	TP53BP2	Trp53bp2	TP53BP2_Trp53bp2
12264	HACE1	Hace1	HACE1_Hace1
12265	TBC1D12	Tbc1d12	TBC1D12_Tbc1d12
12266	HSH2D	Hsh2d	HSH2D_Hsh2d
12267	TMEM164	Tmem164	TMEM164_Tmem164
12268	TAAR2	Taar2	TAAR2_Taar2
12269	RTL9	Rtl9	RTL9_Rtl9
12270	RAD51AP2	Rad51ap2	RAD51AP2_Rad51ap2
12271	ENPP3	Enpp3	ENPP3_Enpp3
12272	TYW3	Tyw3	TYW3_Tyw3
12273	NUDCD3	Nudcd3	NUDCD3_Nudcd3
12274	SECTM1	Sectm1a	SECTM1_Sectm1a
12275	IL23R	Il23r	IL23R_Il23r
12276	ERICH3	Erich3	ERICH3_Erich3
12277	FRMD4A	Frmd4a	FRMD4A_Frmd4a
12278	BEND7	Bend7	BEND7_Bend7
12279	TTC28	Ttc28	TTC28_Ttc28
12280	DHTKD1	Dhtkd1	DHTKD1_Dhtkd1
12281	LCORL	Lcorl	LCORL_Lcorl
12282	KIF15	Kif15	KIF15_Kif15
12283	MINAR1	Minar1	MINAR1_Minar1
12284	TMC7	Tmc7	TMC7_Tmc7
12285	DENND2A	Dennd2a	DENND2A_Dennd2a
12286	GPR139	Gpr139	GPR139_Gpr139
12287	TBC1D25	Tbc1d25	TBC1D25_Tbc1d25
12288	SLC38A5	Slc38a5	SLC38A5_Slc38a5
12289	PGBD5	Pgbd5	PGBD5_Pgbd5
12290	B3GNTL1	B3gntl1	B3GNTL1_B3gntl1
12291	MTRR	Mtrr	MTRR_Mtrr
12292	SLC35F3	Slc35f3	SLC35F3_Slc35f3
12293	METRNL	Metrnl	METRNL_Metrnl
12294	NEMP1	Nemp1	NEMP1_Nemp1
12295	ADCY2	Adcy2	ADCY2_Adcy2
12296	IGLON5	Iglon5	IGLON5_Iglon5
12297	TENT4A	Tent4a	TENT4A_Tent4a
12298	KIAA0319	D130043K22Rik	KIAA0319_D130043K22Rik
12299	LPP	Lpp	LPP_Lpp
12300	ZNF180	Zfp180	ZNF180_Zfp180
12301	IRGC	Irgc1	IRGC_Irgc1
12302	IRGQ	Irgq	IRGQ_Irgq
12303	SLC30A6	Slc30a6	SLC30A6_Slc30a6
12304	ZKSCAN2	Zkscan2	ZKSCAN2_Zkscan2
12305	ZNF526	Zfp526	ZNF526_Zfp526
12306	GPRC6A	Gprc6a	GPRC6A_Gprc6a
12307	SHANK2	Shank2	SHANK2_Shank2
12308	DOCK10	Dock10	DOCK10_Dock10
12309	LRCH2	Lrch2	LRCH2_Lrch2
12310	NCKAP5	Nckap5	NCKAP5_Nckap5
12311	MTMR9	Mtmr9	MTMR9_Mtmr9
12312	THSD7B	Thsd7b	THSD7B_Thsd7b
12313	TDRD6	Tdrd6	TDRD6_Tdrd6
12314	METTL14	Mettl14	METTL14_Mettl14
12315	P3H2	P3h2	P3H2_P3h2
12316	TBC1D31	Tbc1d31	TBC1D31_Tbc1d31
12317	HUS1B	Hus1b	HUS1B_Hus1b
12318	TMEM151B	Tmem151b	TMEM151B_Tmem151b
12319	COQ10A	Coq10a	COQ10A_Coq10a
12320	PAMR1	Pamr1	PAMR1_Pamr1
12321	PRRT3	Prrt3	PRRT3_Prrt3
12322	GAB3	Gab3	GAB3_Gab3
12323	MCMBP	Mcmbp	MCMBP_Mcmbp
12324	MKX	Mkx	MKX_Mkx
12325	KCNK12	Kcnk12	KCNK12_Kcnk12
12326	THEMIS	Themis	THEMIS_Themis
12327	PPP1R36	Ppp1r36	PPP1R36_Ppp1r36
12328	BRCC3	Brcc3	BRCC3_Brcc3
12329	TBC1D4	Tbc1d4	TBC1D4_Tbc1d4
12330	UNC5D	Unc5d	UNC5D_Unc5d
12331	LACC1	Lacc1	LACC1_Lacc1
12332	INTS9	Ints9	INTS9_Ints9
12333	ADGRB3	Adgrb3	ADGRB3_Adgrb3
12334	KBTBD2	Kbtbd2	KBTBD2_Kbtbd2
12335	BICRAL	Bicral	BICRAL_Bicral
12336	LPCAT1	Lpcat1	LPCAT1_Lpcat1
12337	FAM91A1	Fam91a1	FAM91A1_Fam91a1
12338	SEPSECS	Sepsecs	SEPSECS_Sepsecs
12339	TRIM41	Trim41	TRIM41_Trim41
12340	ALKBH1	Alkbh1	ALKBH1_Alkbh1
12341	LZTS1	Lzts1	LZTS1_Lzts1
12342	CHURC1	Churc1	CHURC1_Churc1
12343	LRTM2	Lrtm2	LRTM2_Lrtm2
12344	LRRC25	Lrrc25	LRRC25_Lrrc25
12345	CPNE9	Cpne9	CPNE9_Cpne9
12346	MTRF1	Mtrf1	MTRF1_Mtrf1
12347	KBTBD7	Kbtbd7	KBTBD7_Kbtbd7
12348	CLN5	Cln5	CLN5_Cln5
12349	NRG1	Nrg1	NRG1_Nrg1
12350	NCOA7	Ncoa7	NCOA7_Ncoa7
12351	PANK3	Pank3	PANK3_Pank3
12352	AMER3	Amer3	AMER3_Amer3
12353	SUOX	Suox	SUOX_Suox
12354	MTSS1	Mtss1	MTSS1_Mtss1
12355	PLA2G4B	Pla2g4b	PLA2G4B_Pla2g4b
12356	EXOC3	Exoc3	EXOC3_Exoc3
12357	KCNH8	Kcnh8	KCNH8_Kcnh8
12358	KCNJ14	Kcnj14	KCNJ14_Kcnj14
12359	EFHB	Efhb	EFHB_Efhb
12360	TSGA10	Tsga10	TSGA10_Tsga10
12361	ADO	Ado	ADO_Ado
12362	TMEM87A	Tmem87a	TMEM87A_Tmem87a
12363	NOMO1	Nomo1	NOMO1_Nomo1
12364	TIFA	Tifa	TIFA_Tifa
12365	AP1AR	Ap1ar	AP1AR_Ap1ar
12366	MRGPRF	Mrgprf	MRGPRF_Mrgprf
12367	MRGPRD	Mrgprd	MRGPRD_Mrgprd
12368	TFDP2	Tfdp2	TFDP2_Tfdp2
12369	PTCHD1	Ptchd1	PTCHD1_Ptchd1
12370	FANCD2	Fancd2	FANCD2_Fancd2
12371	WWC1	Wwc1	WWC1_Wwc1
12372	CSPP1	Cspp1	CSPP1_Cspp1
12373	MGST2	Mgst2	MGST2_Mgst2
12374	ARFGEF1	Arfgef1	ARFGEF1_Arfgef1
12375	PCDH9	Pcdh9	PCDH9_Pcdh9
12376	VSTM2A	Vstm2a	VSTM2A_Vstm2a
12377	TRIB1	Trib1	TRIB1_Trib1
12378	MFSD9	Mfsd9	MFSD9_Mfsd9
12379	DEPDC7	Depdc7	DEPDC7_Depdc7
12380	ASAP2	Asap2	ASAP2_Asap2
12381	DENND6A	Dennd6a	DENND6A_Dennd6a
12382	CCDC73	Ccdc73	CCDC73_Ccdc73
12383	PLEKHH1	Plekhh1	PLEKHH1_Plekhh1
12384	PDE12	Pde12	PDE12_Pde12
12385	SPSB4	Spsb4	SPSB4_Spsb4
12386	ASXL3	Asxl3	ASXL3_Asxl3
12387	ZFYVE26	Zfyve26	ZFYVE26_Zfyve26
12388	TMEM18	Tmem18	TMEM18_Tmem18
12389	HK3	Hk3	HK3_Hk3
12390	CLRN3	Clrn3	CLRN3_Clrn3
12391	SYNE3	Syne3	SYNE3_Syne3
12392	TRIM52	Trim52	TRIM52_Trim52
12393	TMEM60	Tmem60	TMEM60_Tmem60
12394	RLN3	Rln3	RLN3_Rln3
12395	INPP5A	Inpp5a	INPP5A_Inpp5a
12396	NHLRC3	Nhlrc3	NHLRC3_Nhlrc3
12397	DCAF15	Dcaf15	DCAF15_Dcaf15
12398	CFAP46	Cfap46	CFAP46_Cfap46
12399	PROSER1	Proser1	PROSER1_Proser1
12400	CC2D1A	Cc2d1a	CC2D1A_Cc2d1a
12401	CCDC191	Ccdc191	CCDC191_Ccdc191
12402	C18orf25	8030462N17Rik	C18orf25_8030462N17Rik
12403	GSAP	Gsap	GSAP_Gsap
12404	ZSWIM4	Zswim4	ZSWIM4_Zswim4
12405	UBXN10	Ubxn10	UBXN10_Ubxn10
12406	WDR25	Wdr25	WDR25_Wdr25
12407	ARAP2	Arap2	ARAP2_Arap2
12408	MAPRE2	Mapre2	MAPRE2_Mapre2
12409	FAM149A	Fam149a	FAM149A_Fam149a
12410	MMS22L	Mms22l	MMS22L_Mms22l
12411	KLHL32	Klhl32	KLHL32_Klhl32
12412	LCOR	Lcor	LCOR_Lcor
12413	CCDC110	Ccdc110	CCDC110_Ccdc110
12414	FRAT2	Frat2	FRAT2_Frat2
12415	C1orf116	AA986860	C1orf116_AA986860
12416	LACTB2	Lactb2	LACTB2_Lactb2
12417	KIAA0408	9330159F19Rik	KIAA0408_9330159F19Rik
12418	FAM193B	Fam193b	FAM193B_Fam193b
12419	PAOX	Paox	PAOX_Paox
12420	MTG1	Mtg1	MTG1_Mtg1
12421	SPICE1	Spice1	SPICE1_Spice1
12422	EFCAB12	Efcab12	EFCAB12_Efcab12
12423	CFAP44	Cfap44	CFAP44_Cfap44
12424	SPRN	Sprn	SPRN_Sprn
12425	TRMT1	Trmt1	TRMT1_Trmt1
12426	SH3BGRL2	Sh3bgrl2	SH3BGRL2_Sh3bgrl2
12427	RHO	Rho	RHO_Rho
12428	NEPRO	Nepro	NEPRO_Nepro
12429	PRPSAP2	Prpsap2	PRPSAP2_Prpsap2
12430	IFFO2	Iffo2	IFFO2_Iffo2
12431	ALDH4A1	Aldh4a1	ALDH4A1_Aldh4a1
12432	CATSPER2	Catsper2	CATSPER2_Catsper2
12433	MARS2	Mars2	MARS2_Mars2
12434	N4BP3	N4bp3	N4BP3_N4bp3
12435	SATB2	Satb2	SATB2_Satb2
12436	TARBP1	Tarbp1	TARBP1_Tarbp1
12437	BICDL2	Bicdl2	BICDL2_Bicdl2
12438	ARL14EP	Arl14ep	ARL14EP_Arl14ep
12439	CHPT1	Chpt1	CHPT1_Chpt1
12440	DDX46	Ddx46	DDX46_Ddx46
12441	RSPH4A	Rsph4a	RSPH4A_Rsph4a
12442	DSE	Dse	DSE_Dse
12443	KCTD7	Kctd7	KCTD7_Kctd7
12444	PM20D1	Pm20d1	PM20D1_Pm20d1
12445	TIFAB	Tifab	TIFAB_Tifab
12446	TENT5A	Tent5a	TENT5A_Tent5a
12447	PGGHG	Pgghg	PGGHG_Pgghg
12448	SLC45A3	Slc45a3	SLC45A3_Slc45a3
12449	SCFD2	Scfd2	SCFD2_Scfd2
12450	BEST2	Best2	BEST2_Best2
12451	GALNT17	Galnt17	GALNT17_Galnt17
12452	C3orf52	BC016579	C3orf52_BC016579
12453	TNPO2	Tnpo2	TNPO2_Tnpo2
12454	MFSD4A	Mfsd4a	MFSD4A_Mfsd4a
12455	ZNF583	Zfp583	ZNF583_Zfp583
12456	ABHD10	Abhd10	ABHD10_Abhd10
12457	PDLIM2	Pdlim2	PDLIM2_Pdlim2
12458	EVI5L	Evi5l	EVI5L_Evi5l
