Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,strain
SRR4040999,2 years,RNA-Seq,63,39698432,PRJNA339170,SAMN05582866,19950795,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032110,GSM2282948,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282948,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041000,2 years,RNA-Seq,63,61731760,PRJNA339170,SAMN05582865,31053600,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032111,GSM2282949,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282949,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041001,2 years,RNA-Seq,63,36783596,PRJNA339170,SAMN05582864,18393114,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032112,GSM2282950,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282950,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041002,2 years,RNA-Seq,63,50353916,PRJNA339170,SAMN05582863,25080052,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032113,GSM2282951,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282951,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041003,2 years,RNA-Seq,63,55963728,PRJNA339170,SAMN05582862,28139755,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032114,GSM2282952,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282952,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041004,2 years,RNA-Seq,63,41369704,PRJNA339170,SAMN05582861,20946429,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032115,GSM2282953,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282953,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041005,2 years,RNA-Seq,63,47104492,PRJNA339170,SAMN05582672,23533143,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032116,GSM2282954,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282954,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041006,2 years,RNA-Seq,63,20178736,PRJNA339170,SAMN05582671,10103274,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032117,GSM2282955,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282955,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041007,2 years,RNA-Seq,63,46341444,PRJNA339170,SAMN05582670,23131099,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032118,GSM2282956,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282956,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041008,2 years,RNA-Seq,63,41631084,PRJNA339170,SAMN05582669,21098795,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032119,GSM2282957,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282957,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041009,2 years,RNA-Seq,63,33390160,PRJNA339170,SAMN05582668,16899721,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032120,GSM2282958,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282958,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041010,2 years,RNA-Seq,63,32068964,PRJNA339170,SAMN05582667,16131076,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032121,GSM2282959,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282959,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041011,2 years,RNA-Seq,63,48702660,PRJNA339170,SAMN05582666,24345886,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032122,GSM2282960,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282960,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041012,2 years,RNA-Seq,63,37422240,PRJNA339170,SAMN05582665,18877412,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032123,GSM2282961,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282961,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041013,2 years,RNA-Seq,63,31262308,PRJNA339170,SAMN05582664,15676687,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032124,GSM2282962,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282962,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041014,2 years,RNA-Seq,63,35870944,PRJNA339170,SAMN05582663,18086375,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032125,GSM2282963,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282963,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041015,2 years,RNA-Seq,63,52493164,PRJNA339170,SAMN05582662,26631287,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032126,GSM2282964,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282964,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041016,2 years,RNA-Seq,63,32317872,PRJNA339170,SAMN05582661,16261049,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032127,GSM2282965,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282965,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041017,2 years,RNA-Seq,63,29327576,PRJNA339170,SAMN05582660,15019133,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032128,GSM2282966,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282966,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041018,2 years,RNA-Seq,63,17942840,PRJNA339170,SAMN05582659,9561242,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032129,GSM2282967,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282967,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041019,2 years,RNA-Seq,62,57819224,PRJNA339170,SAMN05582658,28385139,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032130,GSM2282968,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282968,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041020,2 years,RNA-Seq,62,51190292,PRJNA339170,SAMN05582657,25239467,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032131,GSM2282969,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282969,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041021,2 years,RNA-Seq,62,51904120,PRJNA339170,SAMN05582656,25518744,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032132,GSM2282970,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282970,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041022,2 years,RNA-Seq,62,48306824,PRJNA339170,SAMN05582655,23804338,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032133,GSM2282971,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282971,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041023,2 years,RNA-Seq,62,54173436,PRJNA339170,SAMN05582654,26656887,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032134,GSM2282972,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282972,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041024,2 years,RNA-Seq,62,44804560,PRJNA339170,SAMN05582653,22088360,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032135,GSM2282973,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282973,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041025,2 years,RNA-Seq,62,59422252,PRJNA339170,SAMN05582652,29263362,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032136,GSM2282974,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282974,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041026,2 years,RNA-Seq,62,56736216,PRJNA339170,SAMN05582651,27992163,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032137,GSM2282975,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282975,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041027,2 years,RNA-Seq,62,58792388,PRJNA339170,SAMN05582650,28984282,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032138,GSM2282976,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282976,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041028,2 years,RNA-Seq,62,52728296,PRJNA339170,SAMN05582649,26006670,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032139,GSM2282977,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282977,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041029,2 years,RNA-Seq,62,68850044,PRJNA339170,SAMN05582648,33836557,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032140,GSM2282978,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282978,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041030,2 years,RNA-Seq,62,63162304,PRJNA339170,SAMN05582647,31221511,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032141,GSM2282979,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282979,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041031,2 years,RNA-Seq,62,41993172,PRJNA339170,SAMN05582646,20733423,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032142,GSM2282980,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282980,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041032,2 years,RNA-Seq,62,41523080,PRJNA339170,SAMN05582645,20557147,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032143,GSM2282981,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282981,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041033,2 years,RNA-Seq,62,41226200,PRJNA339170,SAMN05582644,20301583,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032144,GSM2282982,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282982,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041034,2 years,RNA-Seq,62,52063528,PRJNA339170,SAMN05582643,25753999,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032145,GSM2282983,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282983,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041035,2 years,RNA-Seq,62,48029800,PRJNA339170,SAMN05582860,23705697,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032146,GSM2282984,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282984,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041036,2 years,RNA-Seq,62,38831028,PRJNA339170,SAMN05582859,19205991,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032147,GSM2282985,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282985,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041037,2 years,RNA-Seq,62,48306932,PRJNA339170,SAMN05582858,23840327,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032148,GSM2282986,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282986,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041038,2 years,RNA-Seq,62,51791736,PRJNA339170,SAMN05582857,25609774,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032149,GSM2282987,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282987,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041039,2 years,RNA-Seq,62,10674852,PRJNA339170,SAMN05582856,5892672,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032150,GSM2282988,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282988,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041040,2 years,RNA-Seq,62,49150004,PRJNA339170,SAMN05582855,24257771,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032151,GSM2282989,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282989,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041041,2 years,RNA-Seq,62,54971224,PRJNA339170,SAMN05582851,27035020,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032152,GSM2282990,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282990,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041042,2 years,RNA-Seq,62,46485760,PRJNA339170,SAMN05582854,22973622,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032153,GSM2282991,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282991,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041043,2 years,RNA-Seq,62,48601792,PRJNA339170,SAMN05582853,24079942,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032154,GSM2282992,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282992,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041044,2 years,RNA-Seq,62,52696220,PRJNA339170,SAMN05582852,26160258,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032155,GSM2282993,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282993,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041045,2 years,RNA-Seq,62,40692824,PRJNA339170,SAMN05582850,20103532,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032156,GSM2282994,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282994,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041046,2 years,RNA-Seq,62,54316732,PRJNA339170,SAMN05582849,26942201,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032157,GSM2282995,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282995,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041047,2 years,RNA-Seq,62,40016252,PRJNA339170,SAMN05582848,19810381,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032158,GSM2282996,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282996,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041048,2 years,RNA-Seq,62,36982540,PRJNA339170,SAMN05582847,18311991,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032159,GSM2282997,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282997,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041049,2 years,RNA-Seq,63,37983800,PRJNA339170,SAMN05582846,18774414,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032160,GSM2282998,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282998,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041050,2 years,RNA-Seq,62,58972216,PRJNA339170,SAMN05582845,29239071,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032161,GSM2282999,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282999,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041051,2 years,RNA-Seq,62,33956280,PRJNA339170,SAMN05582844,16798605,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032162,GSM2283000,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2283000,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041052,2 years,RNA-Seq,62,58747220,PRJNA339170,SAMN05582843,29039166,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032163,GSM2283001,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2283001,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041053,2 years,RNA-Seq,62,30359204,PRJNA339170,SAMN05582842,15003848,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032164,GSM2283002,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2283002,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041054,2 years,RNA-Seq,62,37168248,PRJNA339170,SAMN05582841,18480171,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032165,GSM2283003,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2283003,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041055,2 years,RNA-Seq,62,45214252,PRJNA339170,SAMN05582840,22135894,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032166,GSM2283004,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2283004,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041056,2 years,RNA-Seq,62,48663508,PRJNA339170,SAMN05582839,23910483,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032167,GSM2283005,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2283005,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041057,2 years,RNA-Seq,62,38587388,PRJNA339170,SAMN05582838,18855868,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032168,GSM2283006,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2283006,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041058,2 years,RNA-Seq,62,59580612,PRJNA339170,SAMN05582837,29244070,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032169,GSM2283007,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2283007,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041059,2 years,RNA-Seq,62,56158540,PRJNA339170,SAMN05582836,27536585,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032170,GSM2283008,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2283008,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041060,2 years,RNA-Seq,62,37756872,PRJNA339170,SAMN05582835,18525166,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032171,GSM2283009,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2283009,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041061,2 years,RNA-Seq,62,46177336,PRJNA339170,SAMN05582834,22585101,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032172,GSM2283010,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2283010,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041062,2 years,RNA-Seq,62,44925212,PRJNA339170,SAMN05582833,22032193,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032173,GSM2283011,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2283011,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041063,2 years,RNA-Seq,62,55327568,PRJNA339170,SAMN05582832,27086080,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032174,GSM2283012,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2283012,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041064,2 years,RNA-Seq,62,48825336,PRJNA339170,SAMN05582831,23892886,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032175,GSM2283013,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2283013,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041065,2 years,RNA-Seq,62,59916632,PRJNA339170,SAMN05582702,29304015,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032176,GSM2283014,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2283014,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041066,2 years,RNA-Seq,62,54962492,PRJNA339170,SAMN05582701,27010646,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032177,GSM2283015,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2283015,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4041067,2 years,RNA-Seq,63,44833248,PRJNA339170,SAMN05582700,22150532,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2032178,GSM2283016,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2283016,Mouse Hippocampus region,SRP082327,C57BL/6
