Accession,Title,Cellgroup,ArcStatus,FosStatus,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM3308864,X160512_03,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476299,SRX4476299,Fred H Gage,27-Jul-18
GSM3308865,X160512_04,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476300,SRX4476300,Fred H Gage,27-Jul-18
GSM3308866,X160512_05,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476301,SRX4476301,Fred H Gage,27-Jul-18
GSM3308867,X160512_06,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476302,SRX4476302,Fred H Gage,27-Jul-18
GSM3308868,X160512_07,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476303,SRX4476303,Fred H Gage,27-Jul-18
GSM3308869,X160512_08,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476304,SRX4476304,Fred H Gage,27-Jul-18
GSM3308870,X160512_09,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476305,SRX4476305,Fred H Gage,27-Jul-18
GSM3308871,X160512_10,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476306,SRX4476306,Fred H Gage,27-Jul-18
GSM3308872,X160512_11,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476307,SRX4476307,Fred H Gage,27-Jul-18
GSM3308873,X160512_12,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476308,SRX4476308,Fred H Gage,27-Jul-18
GSM3308874,X160512_13,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476309,SRX4476309,Fred H Gage,27-Jul-18
GSM3308875,X160512_14,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476310,SRX4476310,Fred H Gage,27-Jul-18
GSM3308876,X160512_15,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476311,SRX4476311,Fred H Gage,27-Jul-18
GSM3308877,X160512_16,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476312,SRX4476312,Fred H Gage,27-Jul-18
GSM3308878,X160512_17,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476313,SRX4476313,Fred H Gage,27-Jul-18
GSM3308879,X160512_18,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476314,SRX4476314,Fred H Gage,27-Jul-18
GSM3308880,X160512_19,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476315,SRX4476315,Fred H Gage,27-Jul-18
GSM3308881,X160512_20,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476316,SRX4476316,Fred H Gage,27-Jul-18
GSM3308882,X160512_21,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476317,SRX4476317,Fred H Gage,27-Jul-18
GSM3308883,X160512_22,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476318,SRX4476318,Fred H Gage,27-Jul-18
GSM3308884,X160512_23,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476319,SRX4476319,Fred H Gage,27-Jul-18
GSM3308885,X160512_24,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476320,SRX4476320,Fred H Gage,27-Jul-18
GSM3308886,X160512_25,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476321,SRX4476321,Fred H Gage,27-Jul-18
GSM3308887,X160512_26,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476322,SRX4476322,Fred H Gage,27-Jul-18
GSM3308888,X160512_27,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476323,SRX4476323,Fred H Gage,27-Jul-18
GSM3308889,X160512_28,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476324,SRX4476324,Fred H Gage,27-Jul-18
GSM3308890,X160512_29,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476325,SRX4476325,Fred H Gage,27-Jul-18
GSM3308891,X160512_30,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476326,SRX4476326,Fred H Gage,27-Jul-18
GSM3308892,X160512_31,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476327,SRX4476327,Fred H Gage,27-Jul-18
GSM3308893,X160512_32,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476328,SRX4476328,Fred H Gage,27-Jul-18
GSM3308894,X160512_33,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476329,SRX4476329,Fred H Gage,27-Jul-18
GSM3308895,X160512_34,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476330,SRX4476330,Fred H Gage,27-Jul-18
GSM3308896,X160512_35,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476331,SRX4476331,Fred H Gage,27-Jul-18
GSM3308897,X160512_36,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476332,SRX4476332,Fred H Gage,27-Jul-18
GSM3308898,X160512_37,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476333,SRX4476333,Fred H Gage,27-Jul-18
GSM3308899,X160512_38,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476334,SRX4476334,Fred H Gage,27-Jul-18
GSM3308900,X160512_39,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476335,SRX4476335,Fred H Gage,27-Jul-18
GSM3308901,X160512_40,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476336,SRX4476336,Fred H Gage,27-Jul-18
GSM3308902,X160512_41,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476337,SRX4476337,Fred H Gage,27-Jul-18
GSM3308903,X160512_42,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476338,SRX4476338,Fred H Gage,27-Jul-18
GSM3308904,X160512_43,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476339,SRX4476339,Fred H Gage,27-Jul-18
GSM3308905,X160512_44,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476340,SRX4476340,Fred H Gage,27-Jul-18
GSM3308906,X160512_45,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476341,SRX4476341,Fred H Gage,27-Jul-18
GSM3308907,X160512_46,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476342,SRX4476342,Fred H Gage,27-Jul-18
GSM3308908,X160512_47,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476343,SRX4476343,Fred H Gage,27-Jul-18
GSM3308909,X160512_48,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476344,SRX4476344,Fred H Gage,27-Jul-18
GSM3308910,X160602_01,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476345,SRX4476345,Fred H Gage,27-Jul-18
GSM3308911,X160602_02,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476346,SRX4476346,Fred H Gage,27-Jul-18
GSM3308912,X160602_03,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476347,SRX4476347,Fred H Gage,27-Jul-18
GSM3308913,X160602_04,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476348,SRX4476348,Fred H Gage,27-Jul-18
GSM3308914,X160602_05,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476349,SRX4476349,Fred H Gage,27-Jul-18
GSM3308915,X160602_06,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476350,SRX4476350,Fred H Gage,27-Jul-18
GSM3308916,X160602_07,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476351,SRX4476351,Fred H Gage,27-Jul-18
GSM3308917,X160602_08,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476352,SRX4476352,Fred H Gage,27-Jul-18
GSM3308918,X160602_09,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476353,SRX4476353,Fred H Gage,27-Jul-18
GSM3308919,X160602_10,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476354,SRX4476354,Fred H Gage,27-Jul-18
GSM3308920,X160602_11,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476355,SRX4476355,Fred H Gage,27-Jul-18
GSM3308921,X160602_12,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476356,SRX4476356,Fred H Gage,27-Jul-18
GSM3308922,X160602_13,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476357,SRX4476357,Fred H Gage,27-Jul-18
GSM3308923,X160602_14,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476358,SRX4476358,Fred H Gage,27-Jul-18
GSM3308924,X160602_15,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476359,SRX4476359,Fred H Gage,27-Jul-18
GSM3308925,X160602_16,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476360,SRX4476360,Fred H Gage,27-Jul-18
GSM3308926,X160602_17,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476361,SRX4476361,Fred H Gage,27-Jul-18
GSM3308927,X160602_18,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476362,SRX4476362,Fred H Gage,27-Jul-18
GSM3308928,X160602_19,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476363,SRX4476363,Fred H Gage,27-Jul-18
GSM3308929,X160602_20,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476364,SRX4476364,Fred H Gage,27-Jul-18
GSM3308930,X160602_21,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476365,SRX4476365,Fred H Gage,27-Jul-18
GSM3308931,X160602_22,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476366,SRX4476366,Fred H Gage,27-Jul-18
GSM3308932,X160602_23,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476367,SRX4476367,Fred H Gage,27-Jul-18
GSM3308933,X160602_24,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476368,SRX4476368,Fred H Gage,27-Jul-18
GSM3308934,X160602_25,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476369,SRX4476369,Fred H Gage,27-Jul-18
GSM3308935,X160602_26,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476370,SRX4476370,Fred H Gage,27-Jul-18
GSM3308936,X160602_27,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476371,SRX4476371,Fred H Gage,27-Jul-18
GSM3308937,X160602_28,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476372,SRX4476372,Fred H Gage,27-Jul-18
GSM3308938,X160602_29,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476373,SRX4476373,Fred H Gage,27-Jul-18
GSM3308939,X160602_30,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476374,SRX4476374,Fred H Gage,27-Jul-18
GSM3308940,X160602_31,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476375,SRX4476375,Fred H Gage,27-Jul-18
GSM3308941,X160602_32,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476376,SRX4476376,Fred H Gage,27-Jul-18
GSM3308942,X160602_33,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476377,SRX4476377,Fred H Gage,27-Jul-18
GSM3308943,X160602_34,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476378,SRX4476378,Fred H Gage,27-Jul-18
GSM3308944,X160602_35,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476379,SRX4476379,Fred H Gage,27-Jul-18
GSM3308945,X160602_36,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476380,SRX4476380,Fred H Gage,27-Jul-18
GSM3308946,X160602_37,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476381,SRX4476381,Fred H Gage,27-Jul-18
GSM3308947,X160602_38,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476382,SRX4476382,Fred H Gage,27-Jul-18
GSM3308948,X160602_39,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476383,SRX4476383,Fred H Gage,27-Jul-18
GSM3308949,X160602_40,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476384,SRX4476384,Fred H Gage,27-Jul-18
GSM3308950,X160602_41,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476385,SRX4476385,Fred H Gage,27-Jul-18
GSM3308951,X160602_42,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476386,SRX4476386,Fred H Gage,27-Jul-18
GSM3308952,X160602_43,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476387,SRX4476387,Fred H Gage,27-Jul-18
GSM3308953,X160602_44,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476388,SRX4476388,Fred H Gage,27-Jul-18
GSM3308954,X160602_45,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476389,SRX4476389,Fred H Gage,27-Jul-18
GSM3308955,X160602_46,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476390,SRX4476390,Fred H Gage,27-Jul-18
GSM3308956,X160602_47,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476391,SRX4476391,Fred H Gage,27-Jul-18
GSM3308957,X160602_48,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476392,SRX4476392,Fred H Gage,27-Jul-18
GSM3308958,X160619_01,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476393,SRX4476393,Fred H Gage,27-Jul-18
GSM3308959,X160619_02,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476394,SRX4476394,Fred H Gage,27-Jul-18
GSM3308960,X160619_03,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476395,SRX4476395,Fred H Gage,27-Jul-18
GSM3308961,X160619_04,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476396,SRX4476396,Fred H Gage,27-Jul-18
GSM3308962,X160619_05,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476397,SRX4476397,Fred H Gage,27-Jul-18
GSM3308963,X160619_06,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476398,SRX4476398,Fred H Gage,27-Jul-18
GSM3308964,X160619_07,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476399,SRX4476399,Fred H Gage,27-Jul-18
GSM3308965,X160619_08,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476400,SRX4476400,Fred H Gage,27-Jul-18
GSM3308966,X160619_09,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476401,SRX4476401,Fred H Gage,27-Jul-18
GSM3308967,X160619_10,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476402,SRX4476402,Fred H Gage,27-Jul-18
GSM3308968,X160619_11,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476403,SRX4476403,Fred H Gage,27-Jul-18
GSM3308969,X160619_12,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476404,SRX4476404,Fred H Gage,27-Jul-18
GSM3308970,X160619_13,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476405,SRX4476405,Fred H Gage,27-Jul-18
GSM3308971,X160619_14,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476406,SRX4476406,Fred H Gage,27-Jul-18
GSM3308972,X160619_15,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476407,SRX4476407,Fred H Gage,27-Jul-18
GSM3308973,X160619_16,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476408,SRX4476408,Fred H Gage,27-Jul-18
GSM3308974,X160619_17,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476409,SRX4476409,Fred H Gage,27-Jul-18
GSM3308975,X160619_18,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476410,SRX4476410,Fred H Gage,27-Jul-18
GSM3308976,X160619_19,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476411,SRX4476411,Fred H Gage,27-Jul-18
GSM3308977,X160619_20,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476412,SRX4476412,Fred H Gage,27-Jul-18
GSM3308978,X160619_21,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476413,SRX4476413,Fred H Gage,27-Jul-18
GSM3308979,X160619_22,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476414,SRX4476414,Fred H Gage,27-Jul-18
GSM3308980,X160619_23,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476415,SRX4476415,Fred H Gage,27-Jul-18
GSM3308981,X160619_24,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476416,SRX4476416,Fred H Gage,27-Jul-18
GSM3308982,X160619_25,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476417,SRX4476417,Fred H Gage,27-Jul-18
GSM3308983,X160619_26,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476418,SRX4476418,Fred H Gage,27-Jul-18
GSM3308984,X160619_27,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476419,SRX4476419,Fred H Gage,27-Jul-18
GSM3308985,X160619_28,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476420,SRX4476420,Fred H Gage,27-Jul-18
GSM3308986,X160619_29,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476421,SRX4476421,Fred H Gage,27-Jul-18
GSM3308987,X160619_30,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476422,SRX4476422,Fred H Gage,27-Jul-18
GSM3308988,X160619_31,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476423,SRX4476423,Fred H Gage,27-Jul-18
GSM3308989,X160619_32,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476424,SRX4476424,Fred H Gage,27-Jul-18
GSM3308990,X160619_33,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476425,SRX4476425,Fred H Gage,27-Jul-18
